,bill_id,bill_title_fr,bill_title_de,person_name,person_gender,canton_name,canton_abbrev,topic
2872,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469747,Scoci/Melani. Bilan de la réorganisation du SAP,Kobik/Melani. Erfahrungen aus der Reorganisation des DAP,Schmid-Federer Barbara,f,Zürich,ZH,Recht Allgemein
2873,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469748,Sommes-nous à l'abri de nouvelles bulles financières?,Sind wir vor neuen Finanzblasen sicher?,Bugnon André,m,Waadt,VD,Finanzwesen
2874,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469749,Les préparations à base de plantes médicinales bientôt interdites dans l'UE,Baldiges Verbot von Zubereitungen aus Heilpflanzen in der EU,Grin Jean-Pierre,m,Waadt,VD,Europapolitik
2875,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469750,Consolider le financement des places dans le programme Erasmus,Sicherung der Finanzierung der Erasmus-Studienplätze,Kiener Nellen Margret,f,Bern,BE,Bildung
2876,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469751,Le CICR doit pouvoir rendre visite à Gilad Shalit,Das IKRK soll Gilad Shalit besuchen können,Pfister Theophil,m,St. Gallen,SG,Internationale Politik
2877,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469753,Deuxième pilier et liquidations partielles. Le Tribunal administratif fédéral a-t-il ouvert la boîte de Pandore?,Zweite Säule und Teilliquidationen. Hat das Bundesverwaltungsgericht die Büchse der Pandora geöffnet?,Parmelin Guy,m,Waadt,VD,Soziale Fragen
2878,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469754,"Coûts pour le contribuable des délais, de la résistance passive et de la collaboration à sens unique de certains Etats","Aufschübe, passiver Widerstand und einseitige Zusammenarbeit bestimmter Staaten. Kosten für die Steuerzahler",Baettig Dominique,m,Jura,JU,Migration
2879,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469755,Engagement suisse discutable dans les territoires palestiniens autonomes,Fragliches Schweizer Engagement in autonomen Palästinensergebiet,Malama Peter,m,Basel-Stadt,BS,Internationale Politik
2880,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469756,Intervenir contre les pollueurs avec davantage de sévérité,Härter gegen Umweltsünder vorgehen,Teuscher Franziska,f,Bern,BE,Umwelt
2881,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469757,Gestion des déchets radioactifs. Qui reçoit de l'argent?,Atommüllentsorgung. Geld für wen?,Fehr Hans-Jürg,m,Schaffhausen,SH,Energie
2882,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469758,Etablir un plan d'action bio qui permette aux agriculteurs suisses de lutter à armes égales avec les agriculteurs européens,Aktionsplan Biolandbau. Gleich lange Spiesse für die Schweizer wie für die EU-Landwirtschaft,Graf Maya,f,Basel-Landschaft,BL,Landwirtschaft
2883,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469760,La Suisse est-elle favorable à la chasse à la baleine?,Unterstützt die Schweiz den Walfang?,Thorens Goumaz Adèle,f,Waadt,VD,Umwelt
2884,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469762,Fondation Recherches 3R. Quo vadis?,Stiftung Forschung 3R. Quo vadis?,Graf Maya,f,Basel-Landschaft,BL,Umwelt
2885,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469763,Intégration des jeunes atteints d'un handicap. Une situation précaire,Prekäre Situation bei der beruflichen Integration von Menschen mit Leistungseinschränkung,Chopard-Acklin Max,m,Aargau,AG,Soziale Fragen
2886,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469764,Cabane du Mont Rose. Pratique en matière d'autorisations exceptionnelles d'atterrir en campagne,Praxis bei Ausnahmebewilligungen für Aussenlandungen bei der Monte-Rosa-Hütte,Teuscher Franziska,f,Bern,BE,Umwelt
2887,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469765,Protection de la jeunesse et médias. Comment poursuivre au-delà des programmes de prévention,Jugendmedienschutz. Weiteres Vorgehen nach den Präventionsprogrammen,Amherd Viola,f,Wallis,VS,Medien und Kommunikation
2888,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469766,Personnel soignant issu du tiers monde,Gesundheitspersonal aus der Dritten Welt,Schenker Silvia,f,Basel-Stadt,BS,Gesundheit
2889,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469767,Ethiopie. Quelle aide de la Suisse?,Was für Hilfe erhält Äthiopien von der Schweiz?,John-Calame Francine,f,Neuenburg,NE,Internationale Politik
2890,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469769,Régie fédérale des alcools. Nouvelle unité Marché de l'alcool,Organisationseinheit Alkoholmarkt in der Eidgenössischen Alkoholverwaltung,Büchler Jakob,m,St. Gallen,SG,Gesundheit
2891,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469770,Fonds national suisse. Recherche sur les expérimentations animales et sur les méthodes de substitution,Schweizerischer Nationalfonds und Forschung mit Tierversuchen bzw. Alternativmethoden,Graf Maya,f,Basel-Landschaft,BL,Wissenschaft und Forschung
2892,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469771,Achat de matériel d'armement en 2010. Plus de 200 millions de francs à reporter en 2011,Beschaffung von Rüstungsmaterial. Übertragung von mehr als 200 Millionen Franken auf das Jahr 2011,Perrinjaquet Sylvie,f,Neuenburg,NE,Sicherheitspolitik
2893,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469772,Primes d'assurance-maladie non conformes à la loi et subventions croisées intercantonales. Que fait le Conseil fédéral?,Was tut der Bundesrat gegen ungesetzliche Krankenkassenprämien und kantonale Quersubventionierungen?,Fetz Anita,f,Basel-Stadt,BS,Gesundheit
2894,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469773,NLFA. Nouveau dépassement des coûts de construction suite à des demandes de paiement supplémentaires formulées par le consortium chargé des travaux?,Neat. Erneute Überschreitung der Baukosten infolge von Nachforderungen des Baukonsortiums?,Egger-Wyss Esther,f,Aargau,AG,Verkehr
2895,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469774,Possibilité pour les communes et les cantons d'introduire des tourner-à-droite pour les cyclistes,Grüner Pfeil für rechtsabbiegende Velofahrerinnen und Velofahrer. Welche Möglichkeit haben die Kantone und Gemeinden?,Hodgers Antonio,m,Genf,GE,Verkehr
2896,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469775,Des conflits en matière d'attribution des sillons risquent-ils de compromettre la desserte de Sargans toutes les demi-heures par des trains Intercity?,Verhindern künftige Trassierungskonflikte den halbstündlichen IC-Halt in Sargans?,Müller Walter,m,St. Gallen,SG,Verkehr
2897,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469776,Discours du président iranien Mahmoud Ahmadinejad devant l'Assemblée de l'ONU,Rede des iranischen Präsidenten Mahmoud Ahmadinejad vor der Uno-Vollversammlung,Graber Jean-Pierre,m,Bern,BE,Internationale Politik
2898,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469777,Procédure et coût prohibitif pour le permis de car,Carführerausweis. Unmögliches Verfahren und zu hohe Kosten,Grin Jean-Pierre,m,Waadt,VD,Verkehr
2899,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469778,Pour la protection des enfants en amont des conflits parentaux,Für einen Schutz der Kinder bei elterlichen Konflikten,Baettig Dominique,m,Jura,JU,Soziale Fragen
2900,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469780,Blanchiment d'argent dans l'immobilier. Extension du champ d'application de la LBA?,Geldwäscherei im Immobiliensektor. Ausweitung des Geltungsbereiches des Geldwäschereigesetzes?,Sommaruga Carlo,m,Genf,GE,Recht Allgemein
2901,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469781,Construction d'une antenne au Mont Tendre,Errichtung einer Antenne auf dem Mont Tendre,Recordon Luc,m,Waadt,VD,Sicherheitspolitik
2902,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469782,"Avenir de la ""loi chocolatière""","Zukunft des ""Schoggigesetzes""",Grin Jean-Pierre,m,Waadt,VD,Wirtschaft
2903,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469783,Patrimoine culturel et monuments historiques. Les objectifs de la convention-programme et leur financement,Heimatschutz und Denkmalpflege. Programmvereinbarung betreffend Programmziele und deren Finanzierung,Bürgi Hermann,m,Thurgau,TG,Kultur
2904,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469784,Tourisme d'achats,Einkäufe im grenznahen Ausland,Rutschmann Hans,m,Zürich,ZH,Wirtschaft
2905,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469786,Décision de renvoi de l'achat du nouvel avion de combat. Le Conseil fédéral en connaît-il réellement les coûts?,Vertagung des Kaufentscheids für neue Kampfflugzeuge. Kennt der Bundesrat die wahren Kosten?,Fournier Jean-René,m,Wallis,VS,Sicherheitspolitik
2906,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469787,Concrétisation du projet sur le développement du système des paiements directs,Konkretisierung des Konzepts zur Weiterentwicklung des Direktzahlungssystems,von Siebenthal Erich,m,Bern,BE,Landwirtschaft
2907,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469788,Amende infligée par le DFF à Victor Vekselberg et acquittement par le Tribunal pénal fédéral,Busse des EFD gegen Viktor F. Vekselberg und Verfahren vor dem Bundesstrafgericht,Vischer Daniel,m,Zürich,ZH,Finanzwesen
2908,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469789,OFS. Garantir la liberté de la recherche,BFS. Forschungsfreiheit garantieren,Aubert Josiane,f,Waadt,VD,Wissenschaft und Forschung
2909,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469790,Mendicité transfrontalière. Vide juridique,Grenzüberschreitendes Betteln. Gesetzeslücke,Nidegger Yves,m,Genf,GE,Soziale Fragen
2910,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469791,Pilotage et monitoring des coûts à charge de la LAMal,Steuerung und Monitoring der Kosten gemäss KVG,Aubert Josiane,f,Waadt,VD,Gesundheit
2911,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469792,Ecotechnologies. Confier à l'Institut fédéral des hautes études en formation professionnelle le soin de former les spécialistes de demain,Cleantech-Fachkräfte. Eidgenössisches Hochschulinstitut für Berufsbildung als Kompetenzzentrum,Riklin Kathy,f,Zürich,ZH,Bildung
2912,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469793,Activisme incontrôlé à l'OFEV?,Unkontrollierter Aktivismus im Bafu?,Flückiger-Bäni Sylvia,f,Aargau,AG,Umwelt
2913,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469794,PPP pour des infrastructures de transport ferroviaires. Quo vadis?,Public-Private-Partnership bei der Finanzierung von Verkehrsinfrastrukturen?,Reymond André,m,Genf,GE,Verkehr
2914,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469795,"M. Haltiner, président de la FINMA, impliqué dans les affaires illégales d'UBS",Finma-Präsident Haltiner in rechtswidrige UBS-Geschäfte verwickelt,Rechsteiner Paul,m,St. Gallen,SG,Finanzwesen
2915,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469796,Hausses des tarifs des CFF et politique des transports durable,Preisaufschläge der SBB im Widerspruch zu einer nachhaltigen Verkehrspolitik,Gilli Yvonne,f,St. Gallen,SG,Verkehr
2916,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469797,Organisation des HES en Suisse,Organisation der Fachhochschulen in der Schweiz,Füglistaller Lieni,m,Aargau,AG,Bildung
2917,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469799,Des nouveau-nés victimes de désintégration,Neugeborene als Opfer mangelnder Integration,Maury Pasquier Liliane,f,Genf,GE,Gesundheit
2918,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469801,Germes multirésistants et risque nosocomial,Risiko Spital. Multiresistente Erreger,Amherd Viola,f,Wallis,VS,Gesundheit
2919,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469802,Saturation du trafic ferroviaire et routier à venir entre Morges et Lausanne. Coordination entre l'OFROU et l'OFT,Zu erwartende Verkehrsüberlastung auf Strasse und Schiene zwischen Morges und Lausanne. Koordination zwischen Astra und BAV,Bugnon André,m,Waadt,VD,Verkehr
2920,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469803,Refus de l'Université de Lausanne de louer ses locaux à l'UDC et respect des principes démocratiques,"Weigerung der Universität Lausanne, Räumlichkeiten an die SVP zu vermieten, und Respektierung demokratischer Prinzipien",Graber Jean-Pierre,m,Bern,BE,Recht Allgemein
2921,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469804,Conflit du Proche-Orient. Violation de la neutralité,Neutralitätsverletzung im Nahostkonflikt,Wobmann Walter,m,Solothurn,SO,Internationale Politik
2922,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469805,Recours du Ministère public à une agence de relations publiques,Beratung der Bundesanwaltschaft durch private Kommunikationsfirma,Mörgeli Christoph,m,Zürich,ZH,Recht Allgemein
2923,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469806,Coût des cartes de débit. Le règne de l'arbitraire?,Darf ein Volkszahlungsmittel beliebig verteuert werden?,Ineichen Otto,m,Luzern,LU,Wirtschaft
2924,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469807,Loi fédérale sur l'enlèvement international d’enfants. Application concrète,Konkrete Handhabung des Bundesgesetzes über internationale Kindesentführung,Thanei Anita,f,Zürich,ZH,Recht Allgemein
2925,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469808,Changement de paradigme ou supercherie économiquement irresponsable?,Paradigmenwechsel oder wirtschaftsschädigender Etikettenschwindel?,Jans Beat,m,Basel-Stadt,BS,Wissenschaft und Forschung
2926,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469809,Assurance-maladie. Primes 2012,Krankenversicherungsprämien 2012,Robbiani Meinrado,m,Tessin,TI,Gesundheit
2927,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469810,Stratégie de croissance pour la place touristique suisse. Mise en oeuvre,Umsetzung der Wachstumsstrategie für den Tourismusstandort Schweiz,Imoberdorf René,m,Wallis,VS,Wirtschaft
2928,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469811,Sauver le Weissenstein,Den Weissenstein retten,Büttiker Rolf,m,Solothurn,SO,Raumplanung und Wohnungswesen
2929,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469812,Utilisation civile de l'énergie nucléaire. Risque de prolifération,Zivile Nutzung der Atomkraft. Gefahr der Proliferation,Malama Peter,m,Basel-Stadt,BS,Energie
2930,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469813,Relations entre la Suisse et la Principauté du Liechtenstein,Beziehungen zwischen der Schweiz und dem Fürstentum Liechtenstein,Flückiger-Bäni Sylvia,f,Aargau,AG,Internationale Politik
2931,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469814,Mise en oeuvre de la motion Büttiker 09.3619,Umsetzung der Motion Büttiker 09.3619,Flückiger-Bäni Sylvia,f,Aargau,AG,Staatspolitik
2932,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469816,Programme d'encouragement pour les réseaux de chaleur à distance. Quels résultats?,Erfolg bei Förderung von Fernwärmenetzen?,Leutenegger Filippo,m,Zürich,ZH,Energie
2933,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469817,Discrimination des gens du voyage suisses,Diskriminierung der einheimischen Fahrenden,Estermann Yvette,f,Luzern,LU,Kultur
2934,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469818,Quel avenir européen pour la Suisse?,Welche europäische Zukunft für die Schweiz?,Rennwald Jean-Claude,m,Jura,JU,Europapolitik
2935,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469819,Les primes d'assurance-maladie prennent leur envol et les réserves s'envolent,"Die Krankenkassenprämien steigen in schwindelerregende Höhen, die Reserven werden verschwindend klein",Maury Pasquier Liliane,f,Genf,GE,Gesundheit
2936,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469820,Remise d'échantillons gratuits de contraceptifs oraux aux médecins prescripteurs et aux plannings familiaux,Abgabe von Gratis-Musterpackungen oraler Kontrazeptiva an verschreibende Ärztinnen und Ärzte und Familienplanungsstellen,Seydoux-Christe Anne,f,Jura,JU,Gesundheit
2937,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469821,Frais d'entretien des systèmes électroniques de l'armée,Unterhaltskosten für elektronische Systeme der Armee,Schlüer Ulrich,m,Zürich,ZH,Sicherheitspolitik
2938,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469822,Militaires et civils. Qui protège qui?,Armeeangehörige und Zivilpersonen. Wer schützt wen?,Grin Jean-Pierre,m,Waadt,VD,Sicherheitspolitik
2939,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469823,Loi sur l’assurance-chômage. Répercussions des nouvelles dispositions,Auswirkungen des neuen Arbeitslosenversicherungsgesetzes,Robbiani Meinrado,m,Tessin,TI,Soziale Fragen
2940,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469824,Coût réel de l'électricité produite par les centrales nucléaires,Tatsächliche Kosten der Atomenergie,Maire Jacques-André,m,Neuenburg,NE,Energie
2941,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469825,Droits de l'homme au Vietnam. La liberté d'expression en danger,Menschenrechte in Vietnam. Meinungsäusserungsfreiheit in Gefahr,Sommaruga Carlo,m,Genf,GE,Internationale Politik
2942,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469826,Capacité des compagnies d'aviation civile à assumer tous leurs vols,"Fähigkeit der Luftverkehrsunternehmen, alle Flüge durchzuführen",Ruey Claude,m,Waadt,VD,Verkehr
2943,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469827,Biopiraterie de la part d'entreprises suisses,Biopiraterie durch Schweizer Unternehmen,Thorens Goumaz Adèle,f,Waadt,VD,Umwelt
2944,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469828,Compléter la politique agricole suisse par un plan d’action bio,Stellenwert eines Aktionsplans Bio in der Schweizer Landwirtschaftspolitik,Hämmerle Andrea,m,Graubünden,GR,Landwirtschaft
2945,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469830,Railcom. Une commission du rail pour une exploitation optimale de l'infrastructure ferroviaire,Railcom für eine optimale Nutzung der Bahninfrastruktur,Theiler Georges,m,Luzern,LU,Verkehr
2946,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469831,Droit de visite du CICR au prisonnier de guerre Gilad Shalit,Besuchsrecht für das IKRK zum gefangenen Soldaten Gilad Shalit,Brönnimann Andreas,m,Bern,BE,Sicherheitspolitik
2947,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469832,Cinéma. Partialité inacceptable lors de l'évaluation des demandes de subventions,Inakzeptable Befangenheit bei Filmförderungsgesuchen,Malama Peter,m,Basel-Stadt,BS,Kultur
2948,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469833,Profiter des changements à la tête des départements pour en revoir la composition?,Bei der Neuverteilung der Departemente ihre Zusammensetzung prüfen?,Moret Isabelle,f,Waadt,VD,Staatspolitik
2949,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469834,Incidences de la crise financière sur les assurances sociales,Auswirkungen der Finanzkrise auf die Sozialversicherungen,Weber-Gobet Marie-Thérèse,f,Freiburg,FR,Soziale Fragen
2951,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469835,Indication de la provenance des fruits et légumes?,Herkunftsbezeichnung bei Früchten und Gemüse?,Grin Jean-Pierre,m,Waadt,VD,Landwirtschaft
2952,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469836,Dépenses de défense en comparaison internationale,Verteidigungsausgaben im internationalen Vergleich,Pfister Theophil,m,St. Gallen,SG,Sicherheitspolitik
2953,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469838,Création d'un fichier fédéral des vélos pour lutter contre la multiplication des vols,Häufung der Velodiebstähle. Zentrales Veloregister beim Bund,Humbel Ruth,f,Aargau,AG,Recht Allgemein
2954,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469839,Distorsion de concurrence résultant du versement d'une aide publique,Marktverzerrende Wirtschaftsförderung,Flückiger-Bäni Sylvia,f,Aargau,AG,Landwirtschaft
2955,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469840,Plan d'action suisse pour le bio. Que pense le Conseil fédéral?,Inhalte eines Aktionsplans Bio. Einschätzungen des Bundesrates,Hassler Hansjörg,m,Graubünden,GR,Landwirtschaft
2956,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469841,Formation continue pour le personnel de la Confédération. Situation actuelle et perspectives,Weiterbildung für das Bundespersonal. Aktuelle Situation und Perspektiven,Aubert Josiane,f,Waadt,VD,Bildung
2957,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469842,Processus de Copenhague. Validation des acquis,Kopenhagener Prozess. Validierung der Bildungsleistungen,Amherd Viola,f,Wallis,VS,Bildung
2958,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469843,Avalanche législative et perte de souveraineté,Gesetzesflut und Souveränitätsverlust,Reymond André,m,Genf,GE,Europapolitik
2959,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469844,Eurocompatibilité de nos mesures. Soutien dans le domaine des énergies renouvelables,EU-Konformität unserer Massnahmen. Unterstützung von erneuerbaren Energien,Bourgeois Jacques,m,Freiburg,FR,Europapolitik
2960,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469845,Coûts des procédures d'investigation et des contentieux judiciaires liés à l'AI,Kosten für Untersuchungsverfahren und Rechtsstreitigkeiten im Zusammenhang mit der IV,Lumengo Ricardo,m,Bern,BE,Soziale Fragen
2961,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469846,Couvrir les besoins futurs des CFF en électricité,Deckung des künftigen Strombedarfs der SBB,Killer Hans,m,Aargau,AG,Energie
2962,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469847,Objectifs du millénaire. La Suisse tiendra-t-elle ses promesses?,Millenniumsziele. Löst die Schweiz ihre Versprechen ein?,Gilli Yvonne,f,St. Gallen,SG,Internationale Politik
2963,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469848,Compte de résultats des lignes voyageurs intervilles des CFF,Erfolgsrechnungen der Intercity-Strecken der SBB,Reymond André,m,Genf,GE,Verkehr
2964,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469849,Sans-papiers titulaires d'une carte AVS (2),Sans-Papiers mit AHV-Ausweis (2),Lustenberger Ruedi,m,Luzern,LU,Migration
2965,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469850,Monopole du sel,Salzmonopol,Lumengo Ricardo,m,Bern,BE,Wirtschaft
2966,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469851,Formation continue. Mesures transitoires en faveur des associations faîtières,Dachverbände der Weiterbildung. Übergangsperiode,Pfister Gerhard,m,Zug,ZG,Bildung
2967,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469852,Trahison diplomatique par négligence,Fahrlässiger diplomatischer Landesverrat,Freysinger Oskar,m,Wallis,VS,Internationale Politik
2968,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469853,"SUISA. Transparence, efficience et but","Suisa. Transparenz, Effizienz und Zweckerfüllung",Rickli Natalie,f,Zürich,ZH,Kultur
2969,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469854,"Suppression, révision et reconsidération d'une rente AI après une expertise. Efficacité et coûts induits","Aufhebung, Revision und Neubeurteilung von IV-Renten nach Gutachten. Effizienz und Kosten",Baettig Dominique,m,Jura,JU,Soziale Fragen
2970,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469856,Politique agricole. Où va-t-on?,Agrarpolitik. Wohin geht die Reise?,Büchler Jakob,m,St. Gallen,SG,Landwirtschaft
2971,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469857,Charges financières élevées imposées par le DFJP aux fournisseurs d'accès à Internet privés,Kostenintensive Auflagen des EJPD an private Internet-Dienstleistungsfirmen,Mörgeli Christoph,m,Zürich,ZH,Medien und Kommunikation
2972,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469858,Révision de la LACI. Entrée en vigueur,Avig-Revision. Inkrafttreten,Rennwald Jean-Claude,m,Jura,JU,Soziale Fragen
2973,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469859,Mise en oeuvre des recommandations de l'AELE sur les normes de travail dans les accords de libre-échange,Umsetzung von Efta-Empfehlungen über Arbeitsrechte in Freihandelsabkommen,Fehr Hans-Jürg,m,Schaffhausen,SH,Wirtschaft
2974,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469860,Session des jeunes. Où et combien?,"Jugendsession. Wo steht sie, und was kostet sie?",Perrin Yvan,m,Neuenburg,NE,Staatspolitik
2975,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469861,Politique intégrée des produits. Vers une économie plus durable?,Integrierte Produktpolitik. Hin zu einer nachhaltigeren Wirtschaft?,Thorens Goumaz Adèle,f,Waadt,VD,Wirtschaft
2976,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469862,LACI. Quelles mesures transitoires pour les acteurs culturels et travailleurs atypiques?,Avig. Übergangsbestimmungen für Kulturschaffende und Personen in atypischen Arbeitsverhältnissen?,Aubert Josiane,f,Waadt,VD,Soziale Fragen
2977,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469864,Du matériel suisse de haute technologie pour le programme nucléaire iranien,Schweizer Hightech für iranisches Atomprogramm,Malama Peter,m,Basel-Stadt,BS,Sicherheitspolitik
2978,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469867,Activités diplomatiques indésirables de la Suisse en Iran,Unerwünschte diplomatische Aktivitäten der Schweiz in Iran,Mörgeli Christoph,m,Zürich,ZH,Internationale Politik
2979,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469868,Aide à la reconstruction d'Haïti. Où en sommes-nous?,Wiederaufbauhilfe für Haiti. Wie ist der Stand der Dinge?,Berberat Didier,m,Neuenburg,NE,Internationale Politik
2980,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469869,25 ans après la catastrophe de Schweizerhalle. Qui veille à l'assainissement du site?,25 Jahre Inferno in Schweizerhalle. Wer sorgt für eine unbelastete Zukunft?,Leutenegger Oberholzer Susanne,f,Basel-Landschaft,BL,Umwelt
2981,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469870,Santé et inégalités sociales. Que fait la Confédération?,Soziale Ungleichheit und Gesundheit. Was tut der Bund?,Schenker Silvia,f,Basel-Stadt,BS,Gesundheit
2982,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469871,Evolution et restriction des traitements à la Ritaline,Entwicklung und Einschränkung von Behandlungen mit Ritalin,Humbel Ruth,f,Aargau,AG,Gesundheit
2983,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469873,Politique des agglomérations. A chaque canton son agglomération,Agglomerationspolitik. Jedem Kanton seine Agglomeration,Stadler Markus,m,Uri,UR,Raumplanung und Wohnungswesen
2984,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469874,Risque de panne de grande ampleur du réseau électrique en Suisse,Risiko eines grossflächigen Stromausfalls in der Schweiz,Recordon Luc,m,Waadt,VD,Energie
2985,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:469875,Sacrifier les chevaux au profit des bêtes sauvages?,Wilde Tiere statt Pferde?,Bugnon André,m,Waadt,VD,Umwelt
2986,4:fa996e42-3a3f-4866-ad85-cb06ad63f099:471306,Aide au développement. Partenariat public-public en matière d'eau,Entwicklungshilfe. Public Private Partnership beim Wasser,Sommaruga Carlo,m,Genf,GE,Internationale Politik
